,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,PoolArea,MoSold,YrSold,SalePrice
810,811,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1974,1999,Hip,TA,TA,CBlock,TA,TA,663,0,1040,GasA,Fa,Y,SBrkr,1309,0,1309,1,1,3,1,Gd,5,1,2,484,0,648,1,2006,181000
811,812,120,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,662,186,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,1,Gd,4,1,2,420,0,0,6,2008,144500
812,813,20,C (all),8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,1Fam,1Story,5,5,1952,1952,Hip,Fa,TA,CBlock,TA,TA,0,540,540,GasA,TA,N,FuseA,1044,0,1044,1,0,2,1,Fa,4,0,2,504,0,0,6,2010,55993
813,814,20,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1958,1958,Gable,TA,TA,CBlock,TA,TA,608,834,1442,GasA,Gd,Y,SBrkr,1442,0,1442,1,1,4,1,TA,7,0,1,301,0,0,4,2007,157900
814,815,50,RL,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,7,1918,1950,Gable,TA,TA,BrkTil,TA,TA,0,686,686,GasW,Gd,Y,SBrkr,686,564,1250,1,1,3,1,Fa,7,0,1,280,0,0,7,2006,116000
815,816,20,RL,12137,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,7,5,1998,1998,Gable,TA,TA,PConc,Gd,TA,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,1661,2,0,3,1,Gd,6,0,2,598,34,0,5,2010,224900
816,817,20,RL,11425,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,6,1954,1954,Gable,TA,TA,CBlock,TA,TA,486,522,1008,GasA,Gd,Y,SBrkr,1008,0,1008,1,0,2,1,TA,4,1,1,275,0,0,7,2006,137000
817,818,20,RL,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,8,5,2002,2002,Hip,Gd,TA,PConc,Gd,TA,1218,350,1568,GasA,Ex,Y,SBrkr,1689,0,1689,2,0,3,1,Gd,7,2,3,857,59,0,7,2008,271000
818,819,80,RL,8816,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,7,1971,1971,Gable,TA,TA,CBlock,TA,TA,504,506,1010,GasA,Gd,Y,SBrkr,1052,0,1052,1,0,3,1,TA,6,0,2,440,0,0,6,2010,155000
819,820,120,RL,6371,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,7,5,2009,2010,Gable,Gd,TA,PConc,Gd,TA,733,625,1358,GasA,Ex,Y,SBrkr,1358,0,1358,2,0,2,1,Gd,6,1,2,484,35,0,6,2010,224000
820,821,60,RL,7226,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,7,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,0,798,798,GasA,Ex,Y,SBrkr,798,842,1640,2,1,3,1,Gd,6,0,2,595,45,0,6,2008,183000
821,822,20,RM,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,2fmCon,1Story,4,4,1953,1953,Gable,Fa,TA,CBlock,Fa,TA,0,936,936,GasA,TA,N,SBrkr,936,0,936,1,0,2,1,TA,4,0,2,576,32,0,2,2009,93000
822,823,60,RL,12394,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,0,847,847,GasA,Ex,Y,SBrkr,847,886,1733,2,1,3,1,Gd,7,1,2,433,48,0,10,2007,225000
823,824,50,RL,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,7,1940,1950,Gable,TA,TA,BrkTil,TA,TA,0,778,778,GasA,TA,Y,SBrkr,944,545,1489,2,0,3,1,TA,7,1,1,240,0,0,7,2009,139500
824,825,20,FV,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2006,2006,Gable,Gd,TA,PConc,Gd,Gd,0,1489,1489,GasA,Ex,Y,SBrkr,1489,0,1489,2,0,3,1,Gd,7,1,2,776,140,0,6,2006,232600
825,826,20,RL,14803,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,10,5,2007,2008,Hip,Ex,TA,PConc,Ex,TA,1636,442,2078,GasA,Ex,Y,SBrkr,2084,0,2084,2,0,2,1,Ex,7,1,3,1220,45,0,6,2008,385000
826,827,45,RM,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Unf,5,6,1924,1950,Gable,TA,TA,BrkTil,TA,TA,784,0,784,GasA,Gd,Y,SBrkr,784,0,784,1,0,2,1,Gd,5,0,0,0,0,0,5,2008,109500
827,828,20,RL,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2001,2001,Gable,Gd,TA,PConc,Gd,TA,20,1434,1454,GasA,Ex,Y,SBrkr,1434,0,1434,2,0,3,1,Gd,6,1,2,527,39,0,4,2009,189000
828,829,60,RL,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,1Fam,2Story,5,5,1967,1967,Flat,TA,TA,PConc,TA,Gd,249,0,1013,GasA,TA,Y,SBrkr,1160,966,2126,2,1,3,1,TA,7,0,2,538,0,0,6,2009,185000
829,830,160,FV,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,7,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,0,600,600,GasA,Ex,Y,SBrkr,520,623,1223,2,1,2,1,Gd,4,0,2,480,166,0,7,2006,147400
830,831,20,RL,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1957,1957,Gable,TA,TA,CBlock,TA,TA,1040,352,1392,GasA,TA,Y,FuseA,1392,0,1392,1,1,3,1,TA,6,2,2,458,0,0,6,2008,166000
831,832,160,FV,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,7,5,2005,2005,Gable,TA,TA,PConc,Gd,TA,0,600,600,GasA,Ex,Y,SBrkr,520,600,1200,2,1,2,1,Gd,4,0,2,480,166,0,6,2006,151000
832,833,60,RL,9548,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,7,6,2003,2003,Gable,Gd,TA,PConc,Gd,TA,483,458,941,GasA,Ex,Y,SBrkr,941,888,1829,2,1,3,1,Gd,7,1,2,613,39,0,1,2010,237000
833,834,20,RL,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1964,1964,Gable,TA,TA,CBlock,TA,TA,196,975,1516,GasA,TA,Y,SBrkr,1516,0,1516,1,1,3,1,TA,6,0,2,472,0,0,2,2009,167000
834,835,20,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1961,1961,Gable,TA,TA,CBlock,TA,TA,572,572,1144,GasA,Gd,Y,SBrkr,1144,0,1144,1,0,3,1,TA,6,0,2,456,0,0,9,2008,139950
835,836,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,7,1950,1995,Gable,TA,TA,CBlock,Gd,TA,442,625,1067,GasA,TA,Y,SBrkr,1067,0,1067,2,0,2,1,Gd,4,0,2,436,0,0,2,2010,128000
836,837,30,RM,8100,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1948,1973,Gable,TA,TA,BrkTil,TA,TA,338,1221,1559,GasA,Gd,Y,SBrkr,1559,0,1559,1,0,2,1,TA,5,0,2,812,116,0,6,2007,153500
837,838,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,1973,1973,Gable,TA,TA,CBlock,TA,TA,330,153,483,GasA,TA,Y,SBrkr,483,504,987,1,1,2,1,TA,5,0,1,264,0,0,11,2008,100000
838,839,20,RL,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1995,2006,Gable,TA,TA,PConc,Gd,TA,0,1099,1099,GasA,Ex,Y,SBrkr,1099,0,1099,1,1,3,1,Gd,6,0,1,352,0,0,6,2008,144000
839,840,50,RL,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1946,1995,Gable,TA,TA,CBlock,TA,TA,352,416,768,GasA,Ex,Y,SBrkr,768,432,1200,1,0,3,1,TA,6,0,1,240,0,0,5,2008,130500
840,841,70,RH,12155,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,8,1925,1950,Gable,TA,TA,BrkTil,TA,TA,156,516,672,GasA,TA,N,SBrkr,810,672,1482,2,0,4,1,Fa,7,0,1,400,0,0,3,2008,140000
841,842,70,RM,10440,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,5,8,1904,2002,Gable,TA,TA,PConc,TA,TA,0,650,650,GasA,Gd,Y,SBrkr,958,581,1539,2,0,3,1,Gd,8,1,2,686,78,0,6,2008,157500
842,843,80,RL,9020,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,7,1966,1966,Gable,TA,TA,CBlock,TA,TA,312,276,1127,GasA,TA,Y,SBrkr,1165,0,1165,1,1,3,1,TA,6,0,2,490,129,0,5,2008,174900
843,844,90,RL,8000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Duplex,1Story,5,4,1961,1961,Gable,TA,TA,CBlock,TA,TA,0,1800,1800,GasA,Ex,N,SBrkr,1800,0,1800,2,0,6,2,TA,10,0,0,0,0,0,7,2007,141000
844,845,50,RM,12665,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,8,1915,1950,Gable,TA,TA,BrkTil,TA,TA,0,876,876,GasA,Gd,Y,SBrkr,876,540,1416,1,1,4,1,TA,7,1,3,720,0,0,6,2008,153900
845,846,85,RL,16647,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SFoyer,5,5,1975,1981,Gable,TA,TA,CBlock,Gd,TA,1390,0,1390,GasA,TA,Y,SBrkr,1701,0,1701,2,0,3,1,TA,6,2,2,611,0,0,1,2007,171000
846,847,60,RL,9317,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1993,1993,Gable,Gd,TA,PConc,Gd,TA,513,227,740,GasA,Ex,Y,SBrkr,1006,769,1775,2,1,3,1,Gd,7,1,2,425,72,0,7,2009,213000
847,848,20,RL,15523,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,5,6,1972,1972,Gable,TA,TA,CBlock,TA,TA,460,404,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,3,1,TA,5,1,1,338,0,0,8,2009,133500
848,849,50,RL,45600,Pave,IR2,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,6,8,1908,1997,Gable,TA,TA,BrkTil,TA,TA,0,907,907,GasA,TA,Y,SBrkr,1307,1051,2358,3,0,5,1,TA,10,1,2,360,40,0,9,2008,240000
849,850,80,RL,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,1Fam,SLvl,6,7,1976,1994,Hip,Gd,Gd,CBlock,TA,TA,0,528,528,GasA,Ex,Y,SBrkr,1094,761,1855,2,1,3,1,TA,7,1,2,512,100,0,8,2007,187000
850,851,120,RM,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,659,189,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,1,Gd,3,0,2,420,0,0,11,2007,131500
851,852,120,RL,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,0,1273,1273,GasA,Ex,Y,SBrkr,1456,0,1456,2,0,2,1,Gd,7,1,2,400,20,0,5,2006,215000
852,853,75,RL,7128,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2.5Unf,7,5,1941,1950,Gable,TA,Gd,CBlock,TA,TA,364,554,918,GasA,Gd,Y,SBrkr,918,728,1646,2,0,4,1,TA,7,2,1,240,0,0,8,2007,164000
853,854,80,RL,12095,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,6,6,1964,1964,Gable,TA,Gd,CBlock,TA,TA,564,563,1127,GasA,TA,Y,SBrkr,1445,0,1445,1,1,3,1,TA,7,1,2,645,0,0,8,2009,158000
854,855,20,RL,17920,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,4,1955,1974,Hip,TA,TA,CBlock,TA,TA,306,372,1763,GasA,TA,Y,SBrkr,1779,0,1779,1,1,3,1,TA,6,1,2,454,418,0,7,2006,170000
855,856,20,RL,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,8,1962,2010,Gable,TA,Gd,CBlock,TA,TA,659,381,1040,GasA,Ex,Y,SBrkr,1040,0,1040,1,1,3,1,TA,6,0,1,260,104,0,4,2010,127000
856,857,80,RL,10970,Pave,IR1,Low,AllPub,Inside,Mod,1Fam,SLvl,6,6,1978,1978,Gable,TA,TA,CBlock,Gd,Gd,505,0,940,GasA,TA,Y,SBrkr,1026,0,1026,1,0,3,1,TA,5,0,2,576,0,0,10,2008,147000
857,858,60,RL,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1994,1995,Gable,TA,TA,PConc,Gd,TA,0,702,702,GasA,Gd,Y,SBrkr,702,779,1481,2,1,3,1,TA,6,1,2,343,36,0,3,2009,174000
858,859,20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,1976,1976,Gable,TA,TA,CBlock,Gd,TA,0,1090,1090,GasA,TA,Y,SBrkr,1370,0,1370,2,0,3,1,TA,6,1,2,479,0,0,6,2009,152000
859,860,60,RL,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,7,1968,1984,Gable,TA,TA,CBlock,TA,TA,619,435,1054,GasA,TA,Y,SBrkr,1512,1142,2654,2,1,4,1,Gd,9,1,2,619,65,0,8,2006,250000
860,861,50,RL,7642,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,7,8,1918,1998,Gable,Gd,TA,BrkTil,TA,TA,0,912,912,GasA,Gd,Y,SBrkr,912,514,1426,1,1,3,1,Gd,7,1,1,216,240,0,6,2007,189950
861,862,190,RL,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1Story,5,4,1965,1965,Hip,TA,TA,PConc,TA,TA,841,198,1039,GasA,Ex,Y,SBrkr,1039,0,1039,1,1,3,1,TA,6,0,2,504,0,0,4,2010,131500
862,863,20,RL,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1984,1985,Hip,TA,TA,PConc,Gd,TA,338,702,1040,GasA,TA,Y,SBrkr,1097,0,1097,2,0,3,1,TA,6,0,2,480,0,0,5,2010,152000
863,864,20,RL,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1959,1959,Hip,TA,TA,CBlock,TA,TA,1148,0,1148,GasA,TA,Y,SBrkr,1148,0,1148,1,0,3,1,TA,6,0,1,672,0,0,7,2009,132500
864,865,20,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2007,2008,Gable,Gd,TA,PConc,Ex,TA,0,1372,1372,GasA,Ex,Y,SBrkr,1372,0,1372,2,0,3,1,Gd,6,0,2,529,140,0,5,2008,250580
865,866,20,RL,8750,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1970,1970,Gable,TA,TA,CBlock,TA,TA,828,174,1002,GasA,TA,Y,SBrkr,1002,0,1002,1,0,3,1,TA,5,0,2,902,0,0,8,2009,148500
866,867,20,RL,10656,Pave,IR1,HLS,AllPub,Inside,Gtl,1Fam,1Story,8,5,2006,2007,Gable,Gd,TA,PConc,Gd,TA,0,1638,1638,GasA,Ex,Y,SBrkr,1646,0,1646,2,0,3,1,Gd,6,1,3,870,80,0,11,2007,248900
867,868,20,RL,6970,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,4,5,1961,1961,Gable,TA,TA,CBlock,TA,TA,932,108,1040,GasA,TA,Y,SBrkr,1120,0,1120,1,1,3,1,Fa,5,0,2,544,0,0,5,2007,129000
868,869,60,RL,14762,Pave,IR2,Lvl,AllPub,Corner,Gtl,1Fam,2Story,5,6,1948,1950,Gable,TA,TA,Slab,,,0,0,0,GasA,Gd,Y,SBrkr,1547,720,2320,2,0,2,1,TA,7,1,2,672,144,0,5,2006,169000
869,870,60,RL,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1993,1994,Gable,Gd,TA,PConc,Gd,TA,750,300,1050,GasA,Ex,Y,SBrkr,1062,887,1949,2,1,3,1,Gd,8,1,2,574,90,0,6,2010,236000
870,871,20,RL,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1962,1962,Hip,TA,TA,CBlock,TA,TA,0,894,894,GasA,Gd,N,SBrkr,894,0,894,1,0,2,1,TA,5,0,1,308,0,0,8,2009,109500
871,872,60,RL,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1998,1998,Gable,TA,TA,PConc,Gd,TA,505,299,804,GasA,Ex,Y,SBrkr,804,878,1682,2,1,3,1,Gd,7,0,2,523,77,0,6,2010,200500
872,873,20,RL,8892,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1953,1996,Gable,Gd,TA,Stone,TA,TA,0,105,105,GasA,Gd,Y,SBrkr,910,0,910,1,0,3,1,Gd,5,0,2,414,0,0,10,2008,116000
873,874,40,RL,12144,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1949,1950,Gable,Gd,TA,CBlock,TA,TA,375,457,832,GasA,Gd,Y,SBrkr,1036,0,1268,1,0,3,1,TA,6,1,1,288,28,0,9,2009,133000
874,875,50,RM,5720,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1941,1950,Gable,TA,TA,CBlock,TA,TA,0,676,676,GasA,Ex,Y,SBrkr,676,455,1131,1,1,3,1,TA,5,0,1,200,0,0,8,2009,66500
875,876,60,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2007,2007,Gable,Gd,TA,PConc,Gd,TA,64,1120,1184,GasA,Ex,Y,SBrkr,1184,1426,2610,2,1,4,1,Ex,11,1,2,550,364,0,8,2007,303477
876,877,20,RL,25286,Pave,Reg,HLS,AllPub,Inside,Mod,1Fam,1Story,4,5,1963,1963,Gable,TA,TA,PConc,TA,TA,633,431,1064,GasA,Gd,Y,SBrkr,1040,0,1040,1,0,3,1,TA,5,0,2,648,0,0,1,2007,132250
877,878,60,RL,8834,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,9,5,2004,2005,Hip,Gd,TA,PConc,Ex,TA,1170,292,1462,GasA,Ex,Y,SBrkr,1462,762,2224,2,1,4,1,Ex,10,1,3,738,0,0,6,2009,350000
878,879,85,RL,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SFoyer,5,7,1961,1995,Gable,TA,TA,CBlock,TA,TA,899,210,1109,GasA,TA,Y,SBrkr,1155,0,1155,1,0,3,1,Gd,6,0,2,576,0,0,6,2010,148000
879,880,20,RL,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,5,8,1978,2005,Gable,Gd,Gd,CBlock,TA,TA,646,218,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,3,1,TA,6,0,1,336,0,0,7,2009,136500
880,881,20,RL,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,2005,2006,Gable,TA,TA,PConc,Ex,Gd,980,110,1090,GasA,Gd,Y,SBrkr,1090,0,1090,1,1,2,1,TA,5,0,2,450,49,0,6,2007,157000
881,882,50,RL,13758,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1.5Fin,7,5,1990,1991,Gable,Gd,Gd,CBlock,Gd,TA,902,254,1156,GasA,Ex,Y,SBrkr,1187,530,1717,2,1,3,1,Gd,7,1,2,400,36,0,4,2007,187500
882,883,60,RL,9636,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,5,1992,1993,Gable,TA,TA,PConc,Gd,TA,0,808,808,GasA,Gd,Y,SBrkr,808,785,1593,2,1,3,1,TA,7,1,2,389,40,0,12,2009,178000
883,884,75,RL,6204,Pave,Reg,Bnk,AllPub,Inside,Gtl,1Fam,2.5Fin,4,5,1912,1950,Gable,Gd,TA,PConc,TA,Fa,0,795,795,GasA,TA,N,SBrkr,954,795,2230,1,0,5,1,TA,10,0,1,440,188,0,3,2006,118500
884,885,20,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1967,1967,Gable,TA,TA,CBlock,TA,TA,432,460,892,GasA,TA,Y,SBrkr,892,0,892,1,0,3,1,TA,5,0,1,288,0,0,7,2009,100000
885,886,120,FV,5119,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,TwnhsE,1Story,9,5,1999,2000,Gable,Gd,TA,PConc,Ex,TA,1238,460,1698,GasA,Ex,Y,SBrkr,1709,0,1709,2,0,2,1,Gd,5,1,2,506,65,0,1,2008,328900
886,887,90,RL,8393,Pave,Reg,Lvl,AllPub,Corner,Gtl,Duplex,1Story,5,5,1959,2005,Gable,TA,TA,CBlock,TA,TA,528,1098,1626,GasA,Ex,Y,SBrkr,1712,0,1712,2,0,4,2,TA,8,0,2,588,54,0,6,2006,145000
887,888,50,RL,16466,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,7,1955,1955,Gable,TA,Gd,PConc,TA,TA,0,816,816,GasA,TA,Y,SBrkr,872,521,1393,1,1,3,1,TA,8,0,1,300,0,0,4,2008,135500
888,889,20,RL,15865,Pave,IR1,Lvl,AllPub,Inside,Mod,1Fam,1Story,8,6,1970,1970,Flat,Gd,Gd,PConc,TA,Gd,351,1043,2217,GasA,Ex,Y,SBrkr,2217,0,2217,2,0,4,1,Gd,8,1,2,621,207,0,10,2007,268000
889,890,20,RL,12160,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,4,1953,1953,Hip,TA,TA,CBlock,TA,TA,1024,481,1505,GasA,Ex,Y,SBrkr,1505,0,1505,1,0,2,1,TA,6,1,2,505,0,0,2,2009,149500
890,891,50,RL,8064,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,7,1949,2006,Gable,TA,Gd,CBlock,TA,TA,0,672,672,GasA,Ex,Y,SBrkr,672,252,924,1,0,3,1,TA,6,1,2,576,0,0,7,2007,122900
891,892,60,RL,11184,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1978,1978,Hip,TA,TA,CBlock,TA,TA,226,192,918,GasA,Gd,Y,SBrkr,918,765,1683,2,1,3,1,TA,7,1,2,440,0,0,7,2009,172500
892,893,20,RL,8414,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,8,1963,2003,Hip,TA,TA,CBlock,TA,TA,663,396,1059,GasA,TA,Y,SBrkr,1068,0,1068,1,0,3,1,TA,6,0,1,264,0,0,2,2006,154500
893,894,20,RL,13284,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1954,1954,Gable,TA,TA,PConc,Gd,TA,1064,319,1383,GasA,TA,Y,SBrkr,1383,0,1383,1,0,3,1,TA,6,1,1,354,116,0,6,2008,165000
894,895,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,Duplex,1Story,5,5,1979,1979,Gable,TA,TA,Slab,,,0,0,0,GasA,TA,Y,SBrkr,1535,0,1535,2,0,4,2,TA,8,0,2,400,0,0,6,2009,118858
895,896,60,RL,7056,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1963,1963,Hip,TA,TA,CBlock,TA,TA,400,380,780,GasA,TA,Y,SBrkr,983,813,1796,1,1,4,1,TA,8,1,2,483,50,0,10,2008,140000
896,897,30,RM,8765,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,6,1936,1950,Gable,TA,TA,BrkTil,TA,TA,285,666,951,GasA,Ex,N,SBrkr,951,0,951,1,0,2,1,TA,6,0,1,327,28,0,4,2006,106500
897,898,90,RL,7018,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,2Story,5,5,1979,1979,Gable,TA,TA,Slab,,,0,0,0,GasA,TA,Y,SBrkr,1120,1120,2240,2,0,6,2,TA,12,0,2,528,0,0,6,2009,142953
898,899,20,RL,12919,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,9,5,2009,2010,Hip,Ex,TA,PConc,Ex,TA,2188,142,2330,GasA,Ex,Y,SBrkr,2364,0,2364,2,1,2,1,Ex,11,2,3,820,67,0,3,2010,611657
899,900,20,RL,6993,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1961,1994,Gable,TA,TA,CBlock,TA,TA,465,447,912,GasA,TA,Y,SBrkr,1236,0,1236,1,0,3,1,TA,6,1,1,288,0,0,6,2006,135000
900,901,20,RL,7340,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,6,1971,1971,Gable,TA,TA,CBlock,TA,TA,322,536,858,GasA,TA,Y,SBrkr,858,0,858,1,0,2,1,TA,4,0,1,684,0,0,6,2007,110000
901,902,20,RL,8712,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1957,2000,Hip,TA,Gd,CBlock,TA,TA,860,132,992,GasA,TA,Y,SBrkr,1306,0,1306,1,0,2,1,TA,5,0,1,756,0,0,5,2009,153000
902,903,60,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,0,783,783,GasA,Ex,Y,SBrkr,807,702,1509,2,1,3,1,Gd,8,1,2,393,75,0,7,2006,180000
903,904,20,RL,14859,Pave,IR1,HLS,AllPub,CulDSac,Gtl,1Fam,1Story,7,5,2006,2006,Hip,Gd,TA,PConc,Gd,TA,0,1670,1670,GasA,Ex,Y,SBrkr,1670,0,1670,2,0,3,1,Gd,7,1,3,690,60,0,8,2006,240000
904,905,20,RL,6173,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1967,1967,Gable,TA,TA,CBlock,TA,TA,599,277,876,GasA,TA,Y,SBrkr,902,0,902,1,0,3,1,TA,6,0,1,288,0,0,8,2007,125500
905,906,20,RL,9920,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1954,1954,Gable,TA,TA,CBlock,TA,TA,354,412,1056,GasA,TA,Y,SBrkr,1063,0,1063,1,0,3,1,TA,6,0,1,280,0,0,2,2010,128000
