,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,OpenPorchSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SaleFlag
649,180,RM,21.0,1936,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,SFoyer,4,6,1970,1970,Gable,TA,TA,CBlock,Gd,TA,131,0,630,GasA,Gd,Y,SBrkr,630,0,630,1,0,1,1,TA,3,0,,0,0,0,0,,MnPrv,12,2007,Normal,Normal
650,60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,6,2007,2007,Gable,Gd,TA,PConc,Gd,TA,0,813,813,GasA,Ex,Y,SBrkr,822,843,1665,2,1,3,1,Gd,7,0,,2,562,0,0,,,5,2008,Normal,Normal
651,70,RL,60.0,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,4,5,1940,1950,Gable,TA,TA,CBlock,TA,TA,0,755,755,GasA,TA,Y,SBrkr,755,755,1510,1,0,4,1,TA,7,1,Gd,1,296,0,0,,MnPrv,10,2009,Normal,Normal
652,60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1996,1996,Gable,Gd,TA,PConc,Gd,TA,0,880,880,GasA,Ex,Y,SBrkr,909,807,1716,2,1,2,1,Gd,7,1,TA,2,512,120,0,,,7,2009,Normal,Normal
653,50,RM,60.0,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,7,1906,1995,Gable,TA,TA,CBlock,TA,TA,0,756,756,GasA,Ex,Y,SBrkr,756,713,1469,1,0,3,1,TA,7,0,,1,216,0,0,,MnPrv,6,2008,Normal,Normal
654,20,RL,91.0,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,6,1995,1995,Hip,Gd,Gd,PConc,Gd,TA,1696,413,2109,GasA,Ex,Y,SBrkr,2113,0,2113,2,1,2,1,Gd,7,1,TA,3,839,46,0,,,8,2008,Normal,Normal
655,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,0,525,525,GasA,TA,Y,SBrkr,525,567,1092,1,1,3,1,TA,6,0,,1,264,0,0,,,3,2010,Family,Abnorml
656,20,RL,72.0,10007,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1959,2006,Gable,Gd,TA,CBlock,TA,TA,806,247,1053,GasA,Ex,Y,SBrkr,1053,0,1053,1,1,3,1,Gd,5,0,,1,312,0,0,,MnPrv,8,2008,Normal,Normal
657,70,RL,60.0,7200,Pave,Reg,HLS,AllPub,Inside,Mod,1Fam,2Story,7,6,1931,2000,Gable,TA,Fa,BrkTil,Gd,TA,0,776,776,GasA,TA,Y,SBrkr,851,651,1502,1,1,3,1,TA,6,1,Gd,1,270,0,0,,MnPrv,2,2008,Normal,Normal
658,50,RL,78.0,17503,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,5,1948,1950,Gable,TA,TA,CBlock,TA,TA,0,912,912,GasA,TA,Y,SBrkr,912,546,1458,1,0,3,1,TA,6,1,Gd,1,330,0,0,,,1,2010,Abnorml,Abnorml
659,20,RL,75.0,9937,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1964,1999,Hip,TA,Gd,PConc,TA,TA,637,849,1486,GasA,Ex,Y,SBrkr,1486,0,1486,1,0,3,1,TA,7,0,,2,480,0,0,,MnPrv,3,2009,Normal,Normal
660,60,RL,,12384,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,7,7,1976,1976,Gable,TA,TA,CBlock,Gd,TA,0,793,793,GasA,TA,Y,SBrkr,1142,793,1935,2,1,3,1,TA,7,1,TA,2,550,113,0,,,11,2007,Normal,Normal
661,60,RL,52.0,46589,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,8,7,1994,2005,Hip,Gd,TA,PConc,Gd,Gd,1361,88,1629,GasA,Ex,Y,SBrkr,1686,762,2448,2,1,4,1,Gd,8,1,TA,3,711,76,0,,,7,2009,Normal,Normal
662,20,RL,120.0,13560,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,3,1968,1968,Hip,TA,TA,CBlock,Fa,Fa,0,1392,1392,GasA,Gd,Y,SBrkr,1392,0,1392,1,0,2,1,TA,5,2,TA,2,576,0,0,,,7,2009,Normal,Normal
663,85,RL,90.0,10012,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SFoyer,4,5,1972,1972,Gable,TA,TA,CBlock,Gd,TA,920,38,1138,GasA,TA,Y,SBrkr,1181,0,1181,2,0,3,1,TA,6,0,,2,588,0,0,,MnPrv,4,2008,Normal,Normal
664,20,RL,49.0,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,8,5,2005,2006,Gable,Gd,TA,PConc,Ex,TA,1721,356,2077,GasA,Ex,Y,SBrkr,2097,0,2097,1,1,1,1,Ex,8,1,Ex,3,1134,267,0,,,1,2006,Partial,Abnorml
665,60,RL,106.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,2000,2000,Gable,Gd,TA,PConc,Gd,TA,0,1406,1406,GasA,Ex,Y,SBrkr,1454,482,1936,2,1,3,1,Gd,7,1,TA,2,504,124,0,,,11,2006,Normal,Normal
666,60,RL,,18450,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1965,1979,Flat,TA,Gd,CBlock,Gd,TA,187,111,1021,GasA,TA,Y,SBrkr,1465,915,2380,2,1,3,1,TA,7,1,Po,2,596,265,0,,,8,2007,Abnorml,Abnorml
667,20,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1994,1998,Gable,TA,TA,PConc,Gd,TA,1138,270,1408,GasA,Ex,Y,SBrkr,1679,0,1679,2,0,3,1,Gd,7,1,Fa,2,575,42,0,,,10,2008,Normal,Normal
668,20,RL,,14175,Pave,Reg,Bnk,AllPub,Corner,Mod,1Fam,1Story,5,6,1956,1987,Gable,TA,TA,CBlock,TA,TA,988,200,1188,GasA,Gd,Y,SBrkr,1437,0,1437,1,1,3,1,TA,6,1,TA,2,576,0,0,,,11,2006,Normal,Normal
669,30,RL,80.0,11600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1922,1950,Gable,TA,TA,BrkTil,Fa,TA,0,700,700,GasA,Ex,Y,SBrkr,1180,0,1180,1,0,2,1,Fa,5,1,Gd,1,252,0,0,,,7,2006,Normal,Normal
670,60,RL,64.0,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,1Fam,2Story,6,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,193,545,738,GasA,Ex,Y,SBrkr,738,738,1476,2,1,3,1,Gd,7,0,,2,540,35,0,,,2,2009,Normal,Normal
671,70,RH,54.0,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,6,1925,1950,Gambrel,TA,Gd,BrkTil,TA,TA,551,121,672,GasA,TA,N,SBrkr,697,672,1369,2,0,3,1,TA,6,0,,1,300,0,0,,,7,2009,Normal,Normal
672,20,RL,,11250,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1977,1977,Gable,Gd,TA,CBlock,Gd,TA,767,441,1208,GasA,TA,Y,SBrkr,1208,0,1208,1,1,3,1,TA,6,1,TA,2,546,42,0,,,6,2006,Normal,Normal
673,20,RL,110.0,14442,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1957,2004,Hip,TA,TA,PConc,TA,TA,1186,291,1477,GasA,Ex,Y,SBrkr,1839,0,1839,2,0,3,1,Gd,7,2,TA,2,416,87,0,,,6,2007,Normal,Normal
674,20,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1965,1965,Gable,TA,TA,CBlock,TA,TA,892,244,1136,GasA,TA,Y,SBrkr,1136,0,1136,1,0,3,1,TA,5,1,Gd,1,384,0,0,,,7,2008,Normal,Normal
675,160,RL,24.0,2289,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,6,1978,1978,Gable,TA,TA,CBlock,TA,TA,311,544,855,GasA,TA,Y,SBrkr,855,586,1441,2,1,3,1,TA,7,1,TA,2,440,0,0,,,4,2009,Normal,Normal
676,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,4,2,1900,1950,Gable,TA,TA,BrkTil,TA,Fa,0,1095,1095,GasW,Fa,N,SBrkr,1095,679,1774,2,0,4,2,TA,8,0,,3,779,0,0,,,5,2006,Normal,Normal
677,30,RL,52.0,9022,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,8,1924,2006,Gable,Gd,TA,BrkTil,TA,TA,0,768,768,GasA,Ex,Y,SBrkr,792,0,792,1,0,2,1,Gd,5,0,,1,240,0,0,,,5,2009,Normal,Normal
678,20,RL,80.0,11844,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2008,2008,Hip,Gd,TA,PConc,Ex,TA,0,2046,2046,GasA,Ex,Y,SBrkr,2046,0,2046,2,1,3,1,Gd,7,1,Gd,3,834,82,0,,,7,2009,Partial,Abnorml
679,20,RL,,9945,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1961,1961,Hip,TA,TA,CBlock,TA,TA,827,161,988,GasA,TA,Y,SBrkr,988,0,988,1,0,3,1,TA,5,0,,2,572,0,0,,,10,2007,Normal,Normal
680,120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,1980,1980,Gable,TA,TA,CBlock,Gd,TA,543,261,923,GasA,TA,Y,SBrkr,923,0,923,2,0,2,1,TA,5,1,TA,1,264,0,0,,,5,2010,Normal,Normal
681,50,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,5,5,1932,2000,Gable,TA,TA,BrkTil,TA,TA,182,611,793,GasA,Ex,Y,SBrkr,848,672,1520,1,0,3,1,TA,6,0,,1,281,0,0,,,7,2009,Abnorml,Abnorml
682,120,RL,,2887,Pave,Reg,HLS,AllPub,Inside,Gtl,1Fam,1Story,6,5,1996,1997,Gable,TA,TA,PConc,Gd,TA,1003,288,1291,GasA,Ex,Y,SBrkr,1291,0,1291,1,0,2,1,Gd,6,1,Gd,2,431,0,0,,,11,2008,Normal,Normal
683,20,RL,90.0,11248,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,9,5,2002,2002,Hip,Gd,TA,PConc,Gd,TA,1059,567,1626,GasA,Ex,Y,SBrkr,1668,0,1668,2,0,3,1,Gd,7,1,TA,3,702,45,0,,,7,2007,Normal,Normal
684,60,RL,58.0,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,7,5,1998,1998,Gable,Gd,TA,PConc,Gd,TA,0,1195,1195,GasA,Gd,Y,SBrkr,1195,644,1839,2,1,4,1,TA,7,0,,2,486,81,0,,,6,2010,Normal,Normal
685,160,RL,,5062,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,TwnhsE,2Story,7,5,1984,1984,Gable,Gd,TA,CBlock,Gd,TA,828,180,1190,GasA,Gd,Y,SBrkr,1190,900,2090,2,0,3,1,Gd,6,1,TA,2,577,0,0,,,9,2007,Normal,Normal
686,60,FV,84.0,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,6,2007,2007,Gable,Gd,TA,PConc,Gd,TA,0,874,874,GasA,Ex,Y,SBrkr,874,887,1761,3,0,3,1,Gd,7,0,,2,578,105,0,,,8,2007,Partial,Abnorml
687,160,FV,,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,TwnhsE,2Story,7,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,239,312,551,GasA,Ex,Y,SBrkr,551,551,1102,2,1,2,1,Gd,4,0,,2,480,60,0,,,3,2007,Normal,Normal
688,20,RL,60.0,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,1Fam,1Story,8,6,2007,2007,Gable,Gd,TA,PConc,Gd,TA,945,474,1419,GasA,Ex,Y,SBrkr,1419,0,1419,2,0,2,1,Gd,7,1,Gd,2,567,0,0,,,10,2007,Partial,Abnorml
689,120,RL,61.0,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,TwnhsE,1Story,6,5,2005,2006,Gable,Gd,TA,PConc,Gd,TA,20,1342,1362,GasA,Ex,Y,SBrkr,1362,0,1362,2,0,2,1,Gd,6,1,Gd,2,460,28,0,,,6,2007,Normal,Normal
690,120,RM,,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,697,151,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,1,Gd,3,1,TA,2,420,0,0,,,5,2008,Normal,Normal
691,60,RL,104.0,21535,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,10,6,1994,1995,Gable,Ex,TA,PConc,Ex,TA,1455,989,2444,GasA,Ex,Y,SBrkr,2444,1872,4316,3,1,4,1,Ex,10,2,Ex,3,832,50,0,,,1,2007,Normal,Normal
692,60,RL,42.0,26178,Pave,IR1,Lvl,AllPub,Inside,Mod,1Fam,2Story,7,5,1989,1990,Hip,Gd,TA,PConc,Gd,TA,965,245,1210,GasA,Ex,Y,SBrkr,1238,1281,2519,2,1,4,1,Gd,9,2,Gd,2,628,27,0,,,4,2006,Normal,Normal
693,30,RL,60.0,5400,Pave,Reg,Lvl,AllPub,Corner,Sev,1Fam,1Story,5,6,1921,1968,Gable,TA,TA,BrkTil,TA,TA,0,1073,1073,GasA,Ex,Y,SBrkr,1073,0,1073,1,0,2,1,TA,4,0,,1,326,0,0,,,12,2006,Abnorml,Abnorml
694,50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,6,1936,1950,Gable,TA,Fa,BrkTil,TA,TA,0,927,927,GasA,TA,Y,SBrkr,1067,472,1539,1,1,3,1,TA,5,0,,2,576,0,0,,MnPrv,4,2009,Normal,Normal
695,20,RL,54.0,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1987,1987,Gable,TA,TA,CBlock,Gd,Gd,980,92,1112,GasA,Gd,Y,SBrkr,1137,0,1137,2,0,2,1,Gd,5,1,TA,2,551,0,0,,,7,2006,Normal,Normal
696,30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1921,1950,Gable,TA,TA,CBlock,TA,TA,616,0,616,GasA,Gd,Y,SBrkr,616,0,616,1,0,2,1,TA,4,0,,1,205,0,0,,,6,2006,Normal,Normal
697,20,RL,57.0,6420,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1952,1952,Gable,TA,TA,PConc,Ex,Gd,210,219,980,GasA,Fa,Y,FuseA,1148,0,1148,1,0,2,1,TA,6,0,,1,308,0,0,,,9,2006,Normal,Normal
698,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,8,1965,2009,Gable,TA,Gd,CBlock,TA,TA,553,224,894,GasA,Ex,Y,SBrkr,894,0,894,1,0,3,1,TA,5,1,Gd,1,336,144,0,,MnPrv,4,2010,Normal,Normal
699,120,FV,59.0,4282,Pave,IR2,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,7,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,16,1375,1391,GasA,Ex,Y,SBrkr,1391,0,1391,2,0,2,1,Gd,5,0,,2,530,158,0,,,7,2008,Normal,Normal
700,20,RL,85.0,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2002,2002,Hip,Gd,TA,PConc,Ex,TA,1274,526,1800,GasA,Ex,Y,SBrkr,1800,0,1800,2,0,3,1,Gd,7,1,Gd,3,765,78,0,,,5,2006,Normal,Normal
701,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,1969,1969,Hip,TA,TA,CBlock,TA,TA,0,1164,1164,GasA,TA,Y,SBrkr,1164,0,1164,1,1,3,1,TA,6,0,,2,528,0,0,,,7,2006,Normal,Normal
702,60,RL,82.0,12438,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2006,2006,Hip,Ex,TA,PConc,Ex,Gd,0,1234,1234,GasA,Ex,Y,SBrkr,1264,1312,2576,2,1,4,1,Ex,10,1,Gd,3,666,100,0,,,7,2006,Partial,Abnorml
703,190,RM,76.0,7630,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,2Story,5,9,1900,1996,Gable,TA,Gd,BrkTil,Gd,TA,0,360,360,GasA,Gd,Y,SBrkr,1032,780,1812,2,0,4,2,Gd,8,1,Po,2,672,0,0,,MnPrv,5,2010,Normal,Normal
704,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,712,761,1473,GasA,Ex,Y,SBrkr,1484,0,1484,2,0,3,1,Gd,7,0,,2,606,35,0,,,5,2010,Normal,Normal
705,190,RM,70.0,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,2Story,4,5,1930,1950,Hip,Fa,Fa,Slab,,,0,0,0,GasA,Fa,N,SBrkr,372,720,1092,2,0,3,2,Fa,7,0,,0,0,0,0,,,7,2010,Normal,Normal
706,20,RL,,115149,Pave,IR2,Low,AllPub,CulDSac,Sev,1Fam,1Story,7,5,1971,2002,Gable,TA,TA,CBlock,Gd,TA,1219,424,1643,GasA,TA,Y,SBrkr,1824,0,1824,2,0,2,1,Gd,5,2,TA,2,739,48,0,,,6,2007,Normal,Normal
707,120,RL,48.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,2006,2006,Hip,Gd,TA,PConc,Gd,TA,863,461,1324,GasA,Ex,Y,SBrkr,1324,0,1324,2,0,2,1,Gd,6,1,Gd,2,550,38,0,,,12,2009,Normal,Normal
708,60,RL,65.0,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2007,2007,Hip,Gd,TA,PConc,Gd,TA,0,728,728,GasA,Ex,Y,SBrkr,728,728,1456,2,1,3,1,Gd,8,1,Gd,2,400,24,0,,,7,2007,Partial,Abnorml
709,20,RL,,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1966,1966,Gable,TA,TA,PConc,TA,TA,0,876,876,GasA,TA,Y,SBrkr,904,0,904,1,0,3,1,TA,6,0,,1,408,0,0,,MnPrv,12,2008,Abnorml,Abnorml
710,30,RL,56.0,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,3,6,1935,2003,Gable,Gd,TA,CBlock,TA,TA,0,270,270,GasA,Gd,Y,SBrkr,729,0,729,1,0,2,1,TA,5,0,,0,0,0,0,,,7,2008,Normal,Normal
711,50,C (all),66.0,8712,Pave,Reg,HLS,AllPub,Inside,Mod,1Fam,1.5Fin,4,7,1900,1950,Gable,TA,TA,Stone,TA,TA,0,859,859,GasA,Gd,Y,SBrkr,859,319,1178,1,0,2,1,TA,7,0,,1,384,0,0,,,1,2010,Abnorml,Abnorml
712,120,RL,40.0,4671,Pave,IR1,HLS,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,1988,1989,Gable,Gd,TA,PConc,Gd,TA,767,461,1228,GasA,Gd,Y,SBrkr,1228,0,1228,2,0,2,1,Gd,5,1,Gd,2,472,120,0,,,10,2008,Normal,Normal
713,190,RL,60.0,9873,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1Story,4,5,1970,1970,Gable,TA,TA,CBlock,TA,TA,789,171,960,GasW,TA,N,SBrkr,960,0,960,1,0,3,1,TA,6,0,,2,576,288,0,,,5,2006,Normal,Normal
714,60,RL,,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,6,8,1976,2005,Gable,Gd,TA,CBlock,TA,TA,533,192,725,GasA,Ex,Y,SBrkr,725,754,1479,2,1,3,1,Gd,6,0,,2,475,44,0,,,3,2010,Normal,Normal
715,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1974,1974,Hip,TA,TA,CBlock,Gd,TA,0,1064,1064,GasA,TA,Y,SBrkr,1350,0,1350,2,0,3,1,TA,7,1,TA,2,478,0,0,,MnPrv,8,2009,Normal,Normal
716,70,RM,60.0,10800,Pave,Reg,Bnk,AllPub,Inside,Gtl,1Fam,2Story,7,8,1890,1998,Gable,TA,Gd,BrkTil,TA,TA,0,718,718,GasA,Ex,Y,SBrkr,1576,978,2554,1,1,3,1,TA,8,0,,2,704,48,0,,,7,2007,Normal,Normal
717,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1973,2000,Gable,TA,TA,CBlock,Gd,TA,1084,92,1176,GasA,Gd,Y,SBrkr,1178,0,1178,1,1,3,1,Gd,5,1,Fa,2,439,0,0,,MnPrv,11,2008,Normal,Normal
718,60,RL,96.0,10542,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1993,1994,Hip,Gd,TA,PConc,Gd,TA,1173,138,1311,GasA,Ex,Y,SBrkr,1325,1093,2418,2,1,3,1,Gd,9,1,TA,3,983,154,0,,,8,2008,Normal,Normal
719,20,RL,69.0,9920,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1969,1969,Gable,TA,TA,CBlock,Gd,TA,523,448,971,GasA,TA,Y,SBrkr,971,0,971,1,1,3,1,TA,5,1,Po,1,300,0,0,,,5,2006,Normal,Normal
720,120,RL,,6563,Pave,IR1,Low,AllPub,CulDSac,Mod,1Fam,1Story,8,5,1985,1985,Gable,Gd,TA,PConc,Gd,TA,1148,594,1742,GasA,TA,Y,SBrkr,1742,0,1742,2,0,2,1,Gd,5,1,TA,2,564,28,0,,,12,2006,Normal,Normal
721,120,RM,,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,662,186,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,1,Gd,3,0,,2,420,0,0,,,5,2010,Normal,Normal
722,20,RL,70.0,8120,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,7,1970,1970,Gable,TA,Gd,CBlock,TA,TA,191,673,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,3,1,TA,5,0,,2,463,0,0,,,7,2009,Normal,Normal
723,50,RL,60.0,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,4,6,1954,1972,Gable,TA,TA,PConc,TA,TA,0,941,941,GasA,Ex,Y,SBrkr,997,473,1470,2,0,4,1,TA,7,0,,1,548,0,0,,,5,2008,Normal,Normal
724,20,RL,86.0,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,9,5,2007,2008,Hip,Ex,TA,PConc,Ex,TA,1234,464,1698,GasA,Ex,Y,SBrkr,1698,0,1698,2,0,3,1,Ex,8,1,Gd,3,768,64,0,,,2,2009,Normal,Normal
725,20,RL,60.0,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,6,1970,1970,Gable,TA,TA,CBlock,TA,TA,375,250,864,GasA,TA,Y,SBrkr,864,0,864,1,0,3,1,Gd,5,0,,2,660,0,0,,,11,2009,Normal,Normal
726,20,RL,,21695,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,9,1988,2007,Hip,Gd,Gd,CBlock,Gd,TA,808,72,880,GasA,Ex,Y,SBrkr,1680,0,1680,2,0,3,1,Gd,5,1,Gd,2,540,44,0,,,12,2009,Normal,Normal
727,20,RL,64.0,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2007,2007,Gable,Gd,TA,PConc,Gd,TA,724,508,1232,GasA,Ex,Y,SBrkr,1232,0,1232,2,0,2,1,Gd,6,0,,2,632,0,0,,,2,2009,Normal,Normal
728,90,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,Duplex,1Story,5,5,1958,1958,Gable,TA,TA,CBlock,TA,TA,0,1584,1584,GasA,TA,Y,SBrkr,1776,0,1776,2,0,4,2,TA,9,0,,3,888,25,0,,,7,2009,Abnorml,Abnorml
729,30,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,4,5,1925,1950,Gable,TA,TA,CBlock,TA,TA,152,628,780,GasA,TA,Y,FuseA,848,0,1208,1,0,2,1,TA,5,0,,2,539,23,0,,,1,2009,Normal,Normal
730,120,RL,39.0,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,1995,1996,Gable,Gd,TA,PConc,Gd,TA,1180,415,1595,GasA,Ex,Y,SBrkr,1616,0,1616,2,0,2,1,Gd,5,1,TA,2,608,152,0,,,3,2010,Normal,Normal
731,80,RL,73.0,9590,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,7,5,2003,2003,Gable,Gd,TA,PConc,Ex,TA,786,82,868,GasA,Ex,Y,SBrkr,1146,0,1146,2,0,3,1,Gd,6,1,Gd,2,438,22,0,,,5,2007,Normal,Normal
732,60,RL,75.0,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1998,1999,Gable,Gd,TA,PConc,Gd,TA,252,901,1153,GasA,Ex,Y,SBrkr,1153,878,2031,2,1,3,1,Gd,8,1,TA,2,541,84,0,,,7,2008,Normal,Normal
733,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,6,1961,1983,Hip,TA,TA,CBlock,TA,TA,594,270,864,GasA,Ex,Y,SBrkr,1144,0,1144,1,0,3,1,TA,6,1,TA,1,264,0,0,,GdWo,3,2009,Normal,Normal
734,20,RL,,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1968,1968,Gable,TA,TA,PConc,TA,TA,0,948,948,GasA,TA,Y,SBrkr,948,0,948,1,0,3,1,TA,6,0,,1,300,0,0,,,5,2007,Family,Abnorml
735,75,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2.5Unf,7,7,1914,1970,Gable,TA,TA,BrkTil,Gd,TA,390,490,880,GasW,Fa,N,SBrkr,880,888,1768,1,1,2,1,TA,6,2,TA,2,320,341,0,,,10,2006,Normal,Normal
736,90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,3,4,1950,1950,Gable,TA,TA,CBlock,,,0,0,0,GasA,Gd,N,FuseF,1040,0,1040,2,0,2,2,TA,6,0,,2,400,0,0,,,7,2006,Normal,Normal
